GeneID	Tiefora_v_Ngousso_log2FoldChange	Ban_v_BanS_log2FoldChange	BanRe_v_BanS_log2FoldChange	Bak_v_Kisumu_log2FoldChange	VK7_v_Kisumu_log2FoldChange	Cameroon_v_Ngousso_log2FoldChange	Chad_v_Ngousso_log2FoldChange	Niger_v_Ngousso_log2FoldChange	Nigeria_v_Ngousso_log2FoldChange	Agboville_v_Mali_log2FoldChange	Agboville_v_Ngousso_log2FoldChange	Dabou_v_Mali_log2FoldChange	Dabou_v_Ngousso_log2FoldChange	Tiassale_v_Mali_log2FoldChange	Tiassale_v_Ngousso_log2FoldChange	Bouake_gamb_unexp_v_Kisumu_log2FoldChange	Bouake_colu_unexp_v_Ngousso_log2FoldChange	BusiaSurvivors_v_Kisumu_log2FoldChange	GeneName	GeneDescription
AGAP012187	0.44	0.266	0.146	0.014	0.853	0.972	0.277	0.624	0.855	0.61	0.471	0.545	0.665	0.218	0.147	0.196	0	0.483	""	""
AGAP001235	0.441	0.001	0.086	0	0	0.094	0	0	0	0.358	0.026	0.531	0.085			0.611	0	0	""	phosphatidylserine decarboxylase [Source:VB Community Annotation]
AGAP028400	0.441	0.017	0.123	0.009	0.657	0.731	0.079	0.031	0.078	0.886	0.136	0.867	0.062	0.179	0.686	0.151	0.32	0	""	""
AGAP028553	0.441	0.031	0.006	0.02	0	0.699	0.994	0.874	0.243	0.028	0.543	0.474	0.57	0.138	0.904	0.659	0.197	0.975	""	""
AGAP009432	0.441	0.028	0.625	0.518	0.412	0.972	0.457	0.292	0.662	0.931	0.054	0.591	0.008	0.132	0.001	0.03	0.555	0.081	DLP	Daxx-like protein [Source:VB Community Annotation]
AGAP011702	0.442	0	0.22	0.105	0.596	0.828	0.463	0.457	0.594	0.016	0.121	0.002	0.029	0.004	0.059	0.02	0.352	0.547	""	""
AGAP004339	0.443	0.937	0.928	0.026	0	0.269	0.244	0	0.001	0.002	0.001	0	0	0	0	0.758	0.028	0	""	cellular retinaldehyde binding protein [Source:VB Community Annotation]
AGAP001940	0.443	0.022	0.341	0.751	0.639	0.888	0.036	0.245	0.175	0.92	0.161	0.757	0.204	0.807	0.013	0.649	0.06	0.564	""	""
AGAP007368	0.443	0.154	0.502	0.002	0	0.815	0.823		0.902		0.786					0	0.032	0	""	""
AGAP012521	0.443	0.721	0.266	0.004	0	0.821	0.101	0.651	0.355	0.003	0	0.868	0.331	0.755	0.353	0.032	0.248	0.703	""	""
AGAP008035	0.443	0.031	0.005	0	0	0.184	0.001	0	0	0.003	0	0.276	0.006	0	0	0.003	0.115	0.002	""	""
AGAP011294	0.443	0.083	0.488	0.441	0.467	0	0	0	0	0.723	0.402	0.727	0.551	0.967	0.95	0	0.523	0.962	DEF1	defensin anti-microbial peptide [Source:VB Community Annotation]
AGAP009164	0.443	0.006	0.002	0.476	0.732	0.9	0.138	0.224	0.004	0.81	0.158	0.174	0.001	0.424	0.021	0	0.08	0.044	""	""
AGAP003907	0.443	0.151	0.001	0.002	0	0.472	0.453	0.643	0.703	0.115	0.92	0.076	0.474	0.087	0.767	0	0.334	0	""	""
AGAP008992	0.443	0	0.229	0	0	0.074	0.921	0.983	0.635	0.114	0.117	0.012	0.011	0.001	0.001	0	0	0	""	""
AGAP001732	0.443	0	0.055	0.662	0.536	0.172	0.085	0.202	0.001	0.25	0.453	0.68	0.126	0.938	0.031	0.477	0	0.198	""	hemomucin [Source:VB Community Annotation]
AGAP003963	0.444	0.943	0.665	0.434	0.17	0.359	0.027	0.119	0.058	0.062	0.755	0.588	0.171	0.363	0.144	0.037	0.148	0.016	""	""
AGAP010055	0.444	0.199	0.03	0.417	0.004	0.657	0.516	0.094	0.245	0.535	0.002	0.971	0.023	0.938	0.022	0.391	0.033	0	""	""
AGAP004909	0.444	0.501	0.731	0.09	0.677	0.931	0.946	0.869	0.608	0.492	0.165	0.316	0.033	0.948	0.264	0.255	0.117	0.001	""	Protein arginine methyltransferase NDUFAF7 [Source:UniProtKB/TrEMBL;Acc:Q7Q811]
AGAP004467	0.445	0.208	0.001	0.422	0.181	0.261	0.908	0.624	0.663	0.257	0.11	0.016	0.002	0.091	0.028	0.977	0.019	0.003	""	centromere/kinetochore protein ZW10 [Source:VB Community Annotation]
AGAP011104	0.445	0	0	0.057	0.002	0.036	0	0	0	0.07	0	0.863	0	0.215	0.002	0	0.074	0	""	""
AGAP001321	0.445	0	0.804	0.043	0.001	0	0.207	0	0	0.54	0.971	0.819	0.645	0.548	0.847	0.039	0.618	0.001	""	""
AGAP011708	0.445	0.154	0.002	0.171	0.701	0.014	0.038	0.244	0.413	0.826	0.511	0.633	0.652	0.324	0.925	0.206	0.14	0.291	""	""
AGAP004513	0.445	0.761	0	0.336	0	0.161	0.904	0	0	0.004	0.001	0.105	0.044	0.001	0	0.395	0.713	0.022	""	4-hydroxybenzoate hexaprenyltransferase [Source:VB Community Annotation]
AGAP011734	0.446	0.055	0.637	0.001	0	0.003	0.171	0.031	0.045	0.618	0.198	0.387	0.07	0.553	0.166	0	0	0	""	""
AGAP003598	0.446	0.593	0.49	0	0.177	0.956	0.767	0.506	0.761	0.169	0.154	0.081	0.054	0.887	0.916	0.034	0	0.002	""	template-activating factor I [Source:VB Community Annotation]
AGAP008441	0.446		0.714	0.915	0.064	0.828	0.023	0.017	0.12	0.363	0.918	0.755	0.481	0.933	0.209	0.309	0.017	0.884	""	""
AGAP011423	0.446	0.359	0.014	0.171	0.104	0.706	0.849	0.4	0.029	0.844	0.412	0.725	0.273	0.395	0.11	0.586	0.283	0.034	""	20S proteasome subunit beta 2 [Source:VB Community Annotation]
AGAP003394	0.447	0.613		0.741	0.004	0	0	0.002	0	0.133		0.041	0.016	0.02	0.006	0.253	0.913	0.441	""	""
AGAP000700	0.447	0.323	0.383	0.206	0.125	0.531	0.214	0.83	0.648	0.686	0.357	0.157	0.06	0.015	0.007	0.447	0.055	0.49	""	Vesicle-associated membrane protein 7 [Source:VB Community Annotation]
AGAP003662	0.447	0.03	0.63	0.018	0.012	0.587	0.531	0.318	0.407	0	0	0	0	0	0	0.051	0	0.165	""	Prenylated Rab acceptor protein 1 [Source:VB Community Annotation]
AGAP012948	0.447	0.923		0.443	0.333				0.306							0.827	0.317	0.877	""	""
AGAP011546	0.447	0.767	0.011	0	0.257	0.928	0.951	0.7	0.213	0.5	0.767	0.162	0.247	0.813	0.98	0.161	0.168	0.025	""	calcium channel flower [Source:VB Community Annotation]
AGAP006514	0.447	0	0.014	0.097	0.991	0.604	0.392	0.742	0.647	0.003	0.937	0.351	0.261	0.212	0.458	0.004	0.462	0	""	""
AGAP007625	0.448	0.245	0	0.005	0.002	0.259	0.206	0.063	0.001	0.003	0.673	0.007	0.428	0	0.779	0.724	0.591	0.004	""	""
AGAP012379	0.449	0.177	0.397	0.047	0.311	0.888	0.191	0.171	0.025	0.767	0.07	0.33	0.067	0.774	0.004	0.008	0.93	0	NIT8730	""
AGAP011324	0.449	0.859	0.114	0.006	0.233	0.71	0.332	0.725	0.817	0.276	0.004	0.206	0.002	0.089	0.001	0.823	0.093	0	""	alpha-1,2-mannosyltransferase [Source:VB Community Annotation]
AGAP001594	0.449		0.039	0.953	0.153	0.415	0.735	0.205	0.012	0.107	0	0.385	0	0.157	0	0.006	0.019	0	""	""
AGAP004608	0.45	0.048	0.052	0.344	0.447	0.917	0.455	0.84	0.575	0.008	0.441	0.021	0.607	0.015	0.433	0.146	0.777	0.138	""	""
AGAP002242	0.45	0.95	0.004	0.736	0.338	0.245	0.606	0.471	0.626	0.078	0.131	0.287	0.105	0.224	0.034	0.431	0.077	0	""	""
AGAP004916	0.45	0.677	0.077	0.002	0.519	0.394	0.113	0.309	0.601	0.94	0.799	0.317	0.14	0.584	0.419	0.521	0.134	0.017	""	""
AGAP004671	0.451	0.004	0	0.036	0.027	0.201	0.164	0.191	0.245	0.07	0.001	0.777	0.735	0.204	0.683	0.108	0.001	0.098	""	nuclear pore complex protein Nup160 [Source:VB Community Annotation]
AGAP000601	0.451	0.389	0.185	0.761	0	0.764	0.053	0	0.001	0.54	0.402	0.629	0.814	0.816	0.673	0.056	0.647	0.041	""	protein halfway [Source:VB Community Annotation]
AGAP005759	0.451	0.369	0.303	0.016	0.543	0.442	0.007	0	0	0.797	0.149	0.071	0.005	0.032	0.002	0.708	0.163	0	""	""
AGAP000438	0.451	0.485	0.491	0.512	0	0.665	0.849	0.981	0.741	0.918	0.176	0.866	0.287	0.972	0.26	0.873	0.871	0.27	""	""
AGAP006432	0.451	0	0.119	0.741	0.618	0	0.005	0	0	0.536	0.001	0.38	0.013	0.138	0	0.039	0.031	0	""	""
AGAP012979	0.451	0.732		0.206	0.005	0.562	0.928		0.654							0.009	0.419	0	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP000554	0.451	0	0.464	0.446	0.367	0.509	0.277	0.548	0.275	0.81	0.154	0.938	0.006	0.216	0.763	0.501	0.299	0.001	""	""
AGAP006088	0.451	0.031	0.858	0.791	0	0.13	0.001	0.604	0.97	0.253	0.001	0.065	0	0.046	0	0	0.03	0	""	""
AGAP013138	0.451	0.72		0.54	0.704	0.916	0.533		0.715	0.63	0.959	0.416		0.457		0.597	0.644	0.043	""	""
AGAP028529	0.451	0.789		0.862	0.401	0.255	0.251									0.731	0.684	0.001	""	""
AGAP001007	0.451	0.885	0	0.33	0	0.619	0.563	0.678	0.081	0.05	0.028	0.208	0.143	0.085	0.049	0.093	0.285	0.723	""	""
AGAP002314	0.451	0.899	0.333	0.639	0.963	0.876	0.439	0.093	0.111	0.55	0.103	0.382	0.036	0.602	0.139	0.771	0.068	0.01	""	""
AGAP000969	0.452	0.003	0	0.922	0.001	0.723	0.682	0.557	0.019	0.15	0	0.125	0	0.274	0	0.75	0	0	""	tropomodulin [Source:VB Community Annotation]
AGAP008986	0.452	0.95		0.292	0.219	0.426	0.113	0.861			0.938	0.697	0.7			0.838	0.646	0.753	""	""
AGAP003842	0.452	0	0	0.002	0.784	0.08	0.936	0.068	0.148	0.188	0.041	0.801	0	0.365	0	0	0.018	0	""	proline-, glutamic acid- and leucine-rich protein 1 [Source:VB Community Annotation]
AGAP004084	0.452	0.837	0.264	0.158	0.417	0.249	0.266		0.422	0.269	0.072	0.321	0.021	0.062	0.05	0.01	0.009	0.835	""	aprataxin [Source:VB Community Annotation]
AGAP011037	0.452	0.721	0.008	0	0.889	0.055	0.136	0.114	0.009	0	0.027	0.066	0.179	0.082	0.265	0.567	0.87	0.025	""	""
AGAP006972	0.452	0.964	0.928	0.019	0.835	0.46	0.389		0.783		0.652	0.315	0.62	0.712	0.951	0.179	0.003	0.042	""	""
AGAP011048	0.452	0.758		0.84	0.687		0.858									0.395	0.669	0.896	""	dsRNase [Source:VB Community Annotation]
AGAP003190	0.453	0.76	0.216	0.026	0.987	0.906	0.952	0.12	0.351	0.773	0.006	0.179	0	0.196	0	0.547	0.514	0.228	""	DNA mismatch repair protein MSH6 [Source:VB Community Annotation]
AGAP003882	0.453	0.172	0.596	0.007	0.001	0.788	0.221	0.728	0.551	0.032	0.004	0.055	0.005	0.023	0.003	0.44	0.556	0.003	""	transcription initiation factor TFIID subunit 1 [Source:VB Community Annotation]
AGAP007493	0.453	0.4	0.201	0.016	0.175	0.534	0.483	0.133	0.001	0.799	0.346	0.106	0.008	0.133	0.015	0.335	0.042	0.03	""	3-oxo-5-alpha-steroid 4-dehydrogenase 3 [Source:VB Community Annotation]
AGAP007977	0.453	0.619	0.694	0.968	0.655	0.955	0.918	0.978	0.876	0.266	0.933	0.144	0.914	0.372	0.748	0.556	0.46	0.031	""	Fas-associated factor [Source:VB Community Annotation]
AGAP008480	0.453	0.301		0.175	0.307							0.962				0.598	0.82	0.785	CPLCG27	cuticular protein CPLCG family (CPLCG27) [Source:VB Community Annotation]
AGAP011179	0.453	0.574	0.046	0.012	0.017	0.38	0.386	0.987	0.722	0.035	0.27	0.032	0.196	0.017	0.153	0	0.627	0.63	GPRNNA15	putative GPCR class a orphan receptor 15 [Source:VB Community Annotation]
AGAP000244	0.453	0.102	0.029	0.758	0.013	0.369	0.151	0.418	0.049	0.559	0.831	0.15	0.657	0.292	0.952	0.608	0.565	0.67	""	""
AGAP008496	0.453	0.757	0.782	0.764	0.388	0.956	0.874	0.459	0.81	0.02	0	0.242	0	0.11	0.003	0.956	0.111	0	Med30	mediator of RNA polymerase II transcription subunit 30 [Source:VB Community Annotation]
AGAP013039	0.453	0.59	0.327	0.502	0.936	0.81	0.316	0.858	0.795	0	0.748	0.004	0.948	0.05	0.701	0.89	0.001	0.239	""	""
AGAP004577	0.453	0.105	0.003	0.203	0.103	0.878	0.643	0.461	0.169	0.95	0.864	0.982	0.889	0.976	0.908	0.75	0.179	0.093	""	""
AGAP005402	0.453	0.82	0	0.292	0.469	0.986	0.055	0.205	0.197	0.011	0	0.135	0	0.066	0	0.023	0.032	0	""	coiled-coil domain-containing protein 58 [Source:VB Community Annotation]
AGAP005427	0.453	0.056	0.339	0.013	0.503	0.183	0.129	0.399	0.037	0.57	0.864	0.73	0.932	0.889	0.445	0.337	0.487	0	RpL28	60S ribosomal protein L28 [Source:VB Community Annotation]
AGAP007775	0.453	0.001	0	0	0.095	0.964	0.812	0.115	0.083	0.444	0	0.362	0	0.547	0	0	0	0.004	""	ATP-dependent DNA helicase PIF1 [Source:UniProtKB/TrEMBL;Acc:Q7Q395]
AGAP007294	0.453	0.008	0.511	0.079	0	0.897	0.622	0.851	0.318	0.108	0.01	0.244	0	0.049	0.024	0.666	0	0.88	IAP1	inhibitor of apoptosis 1 [Source:VB Community Annotation]
AGAP008680	0.454	0	0.144	0.549	0	0.238	0.859	0.181	0.015	0.138	0.002	0.555	0.033	0.873	0.27	0.183	0.886	0.084	""	ubiquitin-conjugating enzyme E2 R [Source:VB Community Annotation]
AGAP001193	0.454	0.568	0.379	0	0.586	0.706	0	0.133	0.762	0.868	0	0.633	0.175	0.971	0.002	0.626	0	0.501	""	""
AGAP007638	0.454	0.519	0.538	0	0.024	0.035	0.638	0.802	0.474	0.002	0	0.091	0	0.203	0	0	0.066	0	""	oligosaccharyltransferase complex subunit delta (ribophorin II) [Source:VB Community Annotation]
AGAP006436	0.455	0	0.635	0.001	0	0.081	0.006	0.683	0.769	0	0	0.001	0	0	0	0.905	0.684	0.184	Med13	mediator of RNA polymerase II transcription subunit 13 [Source:VB Community Annotation]
AGAP006214	0.456	0.118		0.36	0.221					0.799	0.853	0.95	0.535			0.675	0.609	0.674	""	""
AGAP010774	0.456			0.096	0.032		0.498		0.082	0	0.037	0	0.169	0.311	0.956	0.009	0.077	0.245	""	""
AGAP028098	0.456	0.327		0.613	0.425	0.925	0.499					0.962					0.899		""	""
AGAP003759	0.456	0.072	0.286	0.035	0.658	0.714	0.873	0.01	0.465	0	0	0	0	0.001	0	0	0.076	0	""	juvenile hormone-inducible protein [Source:VB Community Annotation]
AGAP003863	0.456	0.001	0.321	0.23	0.866	0.824	0.995	0.561	0.151	0.333	0.323	0.171	0.282	0.102	0.623	0.033	0.514	0.001	""	""
AGAP005472	0.456	0.882	0.019	0.424	0.358	0.54	0.54	0.561	0.238	0.021	0.456	0.034	0.478	0.003	0.235	0.889	0.03	0.442	""	""
AGAP009182	0.456	0.057	0.203	0.001	0.987	0.01	0.038	0.002	0	0.163	0	0.29	0	0.649	0.013	0.093	0.994	0	""	protein transport protein SEC61 subunit alpha [Source:VB Community Annotation]
AGAP010417	0.457	0.278	0.636	0.872	0.312	0.681	0.99	0.869	0.121	0.229	0.934	0.557	0.264	0.636	0.093	0.156	0.275	0	""	tetratricopeptide repeat protein 39B [Source:VB Community Annotation]
AGAP010791	0.457	0.708	0	0.076	0.484	0.61	0.933	0.517	0.945	0.622	0.011	0.618	0	0.972	0	0.844	0.029	0	""	polyribonucleotide nucleotidyltransferase [Source:VB Community Annotation]
AGAP013377	0.457	0.895										0.859				0.647	0.587	0.758	""	""
AGAP000002	0.457	0.002	0.205	0.01	0.396	0.34	0.153	0.006	0.001	0.566	0.54	0.449	0.443	0.005	0.06	0.987	0.789	0.005	KIBRLG	WW domain-containing protein [Source:VB Community Annotation]
AGAP011697	0.458	0	0.001	0	0	0.326	0.137	0.719	0.148	0.003	0.18	0.028	0.64	0.041	0.653	0.344	0.001	0	""	""
AGAP007737	0.458	0.75	0.02	0.477	0	0.592	0.361	0.012	0.059	0.844	0.001	0.298	0	0.514	0	0.586	0	0.272	""	""
AGAP008295	0.458	0.003	0.82	0	0	0	0.459	0.947	0.037							0	0	0	TRYP2	trypsin 2 [Source:VB Community Annotation]
AGAP009018	0.458	0.229	0.443	0	0.234	0.955	0.814		0.836	0.317	0.995	0.17	0.602	0.289	0.863	0.068	0.015	0	""	""
AGAP006531	0.459	0.119	0.564	0.056	0	0.876	0.655	0.119	0.31	0.099	0.558	0.632	0.019	0.055	0.178	0.61	0.771	0.923	""	deoxyhypusine synthase [Source:VB Community Annotation]
AGAP004930	0.459	0.795	0.961	0.347	0.001	0.706	0.844	0.625	0.544	0.005	0.972	0.021	0.904	0.004	0.966	0.002	0.632	0	""	putative G-protein coupled receptor GPCR [Source:VB Community Annotation]
AGAP008632	0.459	0.032	0.444	0.311	0	0	0.477	0	0	0.001	0.019	0.004	0.051	0.395	0.896	0.323	0	0	""	alpha-aminoadipic semialdehyde synthase [Source:VB Community Annotation]
AGAP012089	0.46	0.456	0.73	0.023	0.03	0.899	0.878	0.827	0.983	0.113	0.28	0.631	0.868	0.904	0.45	0.547	0.025	0.333	""	nuclear inhibitor of protein phosphatase 1 [Source:VB Community Annotation]
AGAP028398	0.46	0.617	0.133	0.011	0.003	0.01	0	0	0	0.072	0.014	0.05	0.001	0.26	0	0.792	0.872	0	""	""
AGAP004409	0.46	0.669	0.001	0.397	0.448	0.919	0.816	0.894	0.658	0.111	0	0.188	0	0.757	0	0.074	0.715	0.02	wfs1	wolframin [Source:VB Community Annotation]
AGAP002780	0.461	0.926	0.132	0.443	0.128	0.878	0.119	0.913	0.454	0.025	0.062	0	0.175	0.005	0.432	0.567	0.348	0.4	""	pre-mRNA branch site protein p14 [Source:VB Community Annotation]
AGAP004417	0.461	0.319	0.022	0.422	0.365	0.961	0.335	0.647	0.609	0.946	0.379	0.704	0.023	0.918	0.163	0.065	0.928	0.733	""	zinc finger protein [Source:VB Community Annotation]
AGAP011772	0.461	0.996	0.766	0	0	0.105	0.056	0.001	0	0.303	0	0.121	0	0.002	0	0.393	0.222	0.306	""	""
AGAP008774	0.461	0.496	0.488	0.087	0.111	0.846	0.583	0.918	0.139	0.599	0.002	0.932	0	0.075	0.203	0.681	0.026	0.285	""	""
AGAP010459	0.461	0.8	0.004	0.559	0.987	0.582	0.781	0.737	0.504	0.187	0.2	0.437	0.039	0.023	0.528	0.733	0.052	0	""	transcriptional adapter 3 [Source:VB Community Annotation]
AGAP004135	0.461	0	0.51	0.015	0.013	0.716	0.823	0.931	0.983	0.13	0.493	0.001	0.012	0.065	0.318	0.537	0.855	0	""	Yellow-e [Source:VB Community Annotation]
AGAP009363	0.461	0.247	0.002	0	0.838	0.944	0.914	0.119	0.901	0.757	0.902	0.012	0.057	0.178	0.33	0.215	0.161	0	CYP9M1	cytochrome P450 [Source:VB Community Annotation]
AGAP003149	0.462	0.013	0.093	0.982	0.388	0.529	0.902	0.718	0.578	0.535	0.541	0.621	0.395	0.286	0.861	0.664	0.04	0.239	""	""
AGAP008531	0.462	0.055	0.966	0.47	0.823	0.781	0.979	0.995	0.848	0.475	0.927	0.43	0.851	0.433	0.845	0.693	0.415	0.421	""	""
AGAP013036	0.462	0.569	0.083	0.916	0.954	0.582	0.397	0.563	0.268	0.724	0	0.718	0.014	0.409	0	0.788	0.92	0.008	""	""
AGAP011292	0.463	0.014	0.571	0.028	0.196	0.765	0.115	0.299	0.447	0.364	0.692	0.212	0.837	0.501	0.76	0.41	0.662	0.76	""	Protein flightless-1 [Source:VB Community Annotation]
AGAP000485	0.463	0.782	0.195	0.597	0.494	0.994	0.391		0.551	0.647	0.702	0.954	0.162	0.483	0.791	0.826	0.907	0.428	""	venom allergen [Source:VB Community Annotation]
AGAP008369	0.463	0.06	0	0.995	0	0.649	0	0	0	0.987	0.002	0.471	0.031	0.564	0.001	0.314	0.015	0.666	""	""
AGAP000290	0.464	0.918	0.819	0.261	0.26	0.307	0.013	0	0	0.003	0	0	0	0	0	0	0	0	CLIPA27	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP001802	0.465	0.531	0.031	0.221	0	0.743	0.266	0.027	0.024	0.458	0	0.811	0.001	0.748	0.04	0.169	0.036	0	""	mitofusin [Source:VB Community Annotation]
AGAP003220	0.465	0.007	0	0.045	0.012	0.592	0.769	0.865	0.494	0.005	0.008	0.003	0.004	0.001	0.001	0.051	0	0.002	""	""
AGAP007166	0.465	0.939	0.997	0.977	0.232	0.741	0.285	0.901	0.683	0.072	0.556	0.135	0.604	0.018	0.113	0.98	0.044	0.597	""	Lethal(2)denticleless [Source:VB Community Annotation]
AGAP001409	0.465	0.706	0.005	0.006	0.012	0.335	0.41	0.019	0.006	0.545	0.982	0.661	0.086	0.808	0.181	0.01	0.049	0	OBP3	odorant-binding protein antennal 3 [Source:VB Community Annotation]
AGAP006386	0.465	0.7	0	0.001	0.235	0.247	0.071	0.564	0.309	0.008	0.131	0.021	0.423	0.004	0.699	0.208	0	0.049	""	transcription factor AP-1 [Source:VB Community Annotation]
AGAP005422	0.466	0.816	0.735	0.6	0.003	0.203	0.179	0.035	0.006	0.117	0.066	0.413	0.319	0.107	0.065	0.512	0.197	0	""	""
AGAP011087	0.466	0.176	0.005	0.899	0.879	0.677	0.871	0.645	0.59	0.893	0.317	0.209	0.012	0.638	0.142	0.374	0.409	0.017	""	""
AGAP002356	0.467	0.003	0.94	0.623	0.001	0.366	0.782	0.711	0.519	0.808	0.014	0.283	0.001	0.142	0	0.521	0.24	0	""	parvin, beta [Source:VB Community Annotation]
AGAP008311	0.467	0.616	0	0.878	0.258	0	0.424	0.101	0.009	0.041	0.001	0.276	0.009	0.538	0.07	0.524	0.558	0.311	""	acylphosphatase [Source:VB Community Annotation]
AGAP008388	0.467	0.755	0.613	0.001	0.211	0.859	0.632	0.944	0.941	0.482	0.358	0.451	0.301	0.484	0.347	0.212	0.353	0	""	""
AGAP008687	0.467	0.016	0.123	0.028	0.057	0.983	0.367	0.821	0.374	0.328	0	0.525	0	0.407	0	0.002	0.015	0.001	""	actin-like protein 6B [Source:VB Community Annotation]
AGAP010606	0.467	0.437	0.946	0.353	0.864	0.55	0.828	0.242	0.014	0.126	0.014	0.177	0.019	0.006	0.001	0.096	0.869	0.423	""	mitochondrial import inner membrane translocase subunit Tim8 B [Source:VB Community Annotation]
AGAP013301	0.467	0.625	0.85	0.109	0	0.073	0	0	0	0	0.001	0.047	0.059	0	0	0.03	0.086	0	""	""
AGAP004567	0.467	0.047	0.001	0.32	0.44	0.958	0.83	0.252	0.271							0.096	0.632	0	""	Transmembrane protease serine 11B [Source:VB Community Annotation]
AGAP005911	0.467	0.899	0	0.003	0	0.522	0.652	0.673	0.112	0.302	0.141	0.251	0.092	0.049	0.029	0	0.607	0	""	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [Source:VB Community Annotation]
AGAP011363	0.467	0.991	0.81	0.005	0.174	0.003	0.531	0.566	0.809	0.002	0.001	0.026	0.009	0.065	0.039	0.769	0	0.021	""	Ras-related protein Rab-6A [Source:VB Community Annotation]
AGAP005559	0.467	0.585	0.492	0.652	0.066	0.89	0.006	0.385	0.029	0.685	0.798	0.382	0.992	0.968	0.413	0.979	0.1	0.039	""	26S proteasome regulatory subunit N10 [Source:VB Community Annotation]
AGAP003263	0.467	0.13	0	0.853	0.779	0.965	0.369	0.128	0.084	0.871	0	0.349	0	0.341	0	0.935	0.168	0.275	""	CDC42 small effector protein-like protein [Source:VB Community Annotation]
AGAP000680	0.468	0.213	0.087	0.002	0.259	0.007	0.008	0.012	0	0.208	0.705	0.608	0.221	0.211	0.804	0.447	0.172	0.127	""	""
AGAP003353	0.468	0.002	0.37	0.779	0.882	0.604	0.794	0.685	0.772	0.78	0.018	0.424	0.111	0.381	0.147	0.333	0.176	0	""	""
AGAP012696	0.468	0.088	0.321	0.024	0	0.253	0.079	0.015	0.001	0	0	0.55	0.874	0.001	0.01	0.004	0	0	""	Sulfotransferase (Sult) [Source:VB Community Annotation]
AGAP009198	0.468	0.945	0.007	0.023	0.381	0.945	0.629	0.906	0.555	0.724	0.082	0.536	0.023	0.35	0.01	0	0	0	""	""
AGAP000698	0.468	0.003	0.227	0.025	0.994	0.694	0.005	0.029	0	0.139	0.752	0.131	0.758	0.055	0.412	0.012	0.391	0	""	""
AGAP001938	0.468	0.15	0.269	0	0.508	0.612	0.118	0.369	0.828	0.146	0.115	0.777	0	0.541	0.001	0.859	0.92	0.001	""	bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 [Source:VB Community Annotation]
AGAP007181	0.468	0.624	0	0.001	0.032	0.967	0.901	0.957	0.625	0.013	0.844	0.012	0.814	0	0.375	0.427	0.012	0.022	""	supervillin [Source:VB Community Annotation]
AGAP002651	0.469	0.004	0.69	0.117	0.229	0.968	0.376	0.771	0.996	0.003	0.205	0.01	0.264	0	0.056	0.687	0.678	0.019	IAP6	inhibitor of apoptosis 6 [Source:VB Community Annotation]
AGAP009173	0.47	0.377	0	0	0	0.018	0.993	0.787	0.123	0.049	0.002	0.139	0.007	0.047	0.003	0.003	0	0.726	fbp	fructose-1,6-biphosphatase [Source:VB Community Annotation]
AGAP009289	0.47	0.924	0.002	0.001	0.14	0.081	0.46	0.054	0.232	0.998	0.019	0.523	0.162	0.967	0.082	0.188	0.672	0.079	""	abhydrolase domain-containing protein 11 [Source:VB Community Annotation]
AGAP011350	0.47	0	0.044	0.577	0.028	0.6	0.453	0.048	0.019	0.154	0.853	0.043	0.331	0.021	0.172	0.109	0.003	0.702	""	4-nitrophenyl phosphatase [Source:VB Community Annotation]
AGAP011364	0.47	0.514	0.893	0.284	0.374	0.422	0.613	0.397	0.171	0.871	0.062	0.658	0.169	0.346	0.547	0.76	0.402	0.017	""	""
AGAP001428	0.47	0.817	0.712	0.722	0.884	0.692	0.261	0.852	0.615	0.081	0.548	0.288	0.198	0.045	0.417	0.061	0.985	0.661	""	""
AGAP005887	0.471	0.679	0.008	0	0	0.952	0.069	0.017	0.068	0.316	0.594	0.008	0.65	0.002	0.439	0.746	0.154	0.698	""	""
AGAP001553	0.471	0.115	0.58	0.013	0.041	0.354	0.334	0.517	0.595	0.887	0.327	0.263	0.94	0.641	0.576	0.973	0.585	0.945	""	juvenile hormone-inducible protein [Source:VB Community Annotation]
AGAP002913	0.471	0.325	0.12	0.009	0.116	0.004	0	0	0.002	0.609	0.228	0.882	0.086	0.758	0.009	0.024	0.283	0.066	""	""
AGAP012339	0.471	0.077	0.862	0.196	0.663	0.868	0.413	0.197	0.083	0.984	0.069	0.303	0.112	0.479	0.215	0.006	0.915	0.286	""	Translocase of outer mitochondrial membrane 20 homolog [Source:VB Community Annotation]
AGAP012668	0.471	0.002	0.002	0.355	0.448	0.348	0.004	0.076	0.002							0.293	0.353	0.22	""	""
AGAP008043	0.471	0.032	0.019	0.069	0.702	0.823	0.817	0.689	0.045	0.006	0.244	0	0.4	0	0.72	0	0.9	0.003	mRpS18B	28S ribosomal protein S18B, mitochondrial [Source:VB Community Annotation]
AGAP009687	0.471	0.004	0.493	0.985	0.121	0.482	0.621	0.866	0.876	0	0.257	0.008	0.017	0.001	0.012	0.496	0.659	0.857	""	U6 snRNA-associated Sm-like protein LSm4 [Source:VB Community Annotation]
