GeneID	Tiefora_v_NG_log2FoldChange	Gou_v_Moz_log2FoldChange	Ban_v_BanS_log2FoldChange	BanRe_v_BanS_log2FoldChange	Bak_v_Kis_log2FoldChange	VK7_v_Kis_log2FoldChange	Cameroon_v_NG_log2FoldChange	Chad_v_NG_log2FoldChange	Niger_v_NG_log2FoldChange	Nigeria_v_NG_log2FoldChange	Agboville_v_Mali_log2FoldChange	Agboville_v_NG_log2FoldChange	Dabou_v_Mali_log2FoldChange	Dabou_v_NG_log2FoldChange	Tiassale_v_Mali_log2FoldChange	Tiassale_v_NG_log2FoldChange	Cam_fun_v_Fang_log2FoldChange	Fumoz_v_Fang_log2FoldChange	Ghana_fun_v_Fang_log2FoldChange	Malawi_fun_v_Fang_log2FoldChange	Uganda_fun_v_Fang_log2FoldChange	Asendabo_v_Moz_log2FoldChange	Chewaka_v_Moz_log2FoldChange	Tolay_v_Moz_log2FoldChange	Ethiopia_v_Dongola_log2FoldChange	Bouake_gamb_exp_v_Bouake_Ki_log2FoldChange	Bouake_gamb_unexp_v_Bouake_Ki_log2FoldChange	Bouake_col_exp_v_Bouake_Ng_log2FoldChange	Bouake_col_unexp_v_Bouake_Ng_log2FoldChange	ContTia_v_CDI_Ng_log2FoldChange	DeltTia_v_CDI_Ng_log2FoldChange	MalaTia_v_CDI_Ng_log2FoldChange	PiriTia_v_CDI_Ng_log2FoldChange	BusiaParental_v_Kisumu_log2FoldChange	BusiaSurvivors_v_Kisumu_log2FoldChange	GeneName	GeneDescription
AGAP003121	-0.18	-0.3	0.03	0.09	0.2	0.12	0.01	0.18	0.16	0.42	-0.13	-0.7	0.05	-0.54	-0.46	-1.03	0.03	0.04	0.28	0.16	0.23	-0.33	-0.1	0.24	-0.45	0.17	0.34	0.02	-0.03	-0.02	0.16	-0.12	0.32	0.16	0.27	""	phosphatidylinositol 4-kinase type 2 [Source:VB Community Annotation]
AGAP004060	0.3	0.44	-0.22	-0.5	-0.1	0.08	-0.32	-0.25	-0.3	-0.17	-0.27	0.44	-0.19	0.51	-0.22	0.48	-0.43	-0.44	-0.38	-0.41	-0.64	0.5	0.2	0.49	0.42	0.25	-0.03	0.22	0.19	0.03	0.06	0.34	0.23	0.44	0.13	""	""
AGAP010019	-0.25	0.58	-0.29	-0.72	-0.27	-0.3	-0.47	-0.4	-0.48	-0.52	-0.46	0.36	-0.3	0.51	-0.44	0.37	-0.32	-0.3	0.05	-0.08	-0.06	0.51	0.46	0.28	-0.03	0.22	-0.14	0.18	0.29	0.22	0.25	0.35	0.39	0.24	-0.55	""	RWD domain-containing protein 4A [Source:VB Community Annotation]
AGAP007872	-0.21	0.44	-0.11	0.07	0.09	-0.04	-0.3	0.04	-0.1	-0.01	-0.21	0.11	-0.25	0.06	-0.34	-0.03	-0.18	-0.24	-0.16	-0.3	-0.28	0.36	0.28	0.2	0.27	-0.15	-0.27	0.03	0.07	-0.03	0.03	0.37	0.31	-0.09	-0.12	""	Mps one binder kinase activator-like 3 [Source:VB Community Annotation]
AGAP008878	0.39	0.28	-0.16	-0.35	-0.78	0.07	0.27	-0.84	-1.89	-2.07	-0.14	0.29	-0.53	-0.1	-0.64	-0.2	-0.01	0.24	-0.05	0.48	0.16	-0.8	-0.41	-1.39	0.68	0.2	-0.3	0.13	0.35	-0.3	0.93	0.89	0.55	0.85	1.34	""	defense protein [Source:VB Community Annotation]
AGAP004490	0.23	0.22	0.02	-0.55	0.11	0.19	-0.28	-0.15	0.29	0.09	-0.45	0.11	0.06	0.62	0.1	0.66	-0.26	-0.46	0.09	-0.05	-0.04	0.13	-0.02	0.56	0.1	0.28	-0.03	-0.03	0.21	0.91	1.25	1	1.08	0.3	-0.31	""	""
AGAP009700	0.3	0.45	0.2	-0.29	-0.15	0.11	0.2	-0.11	-0.08	-0.19	-0.06	0.64	-0.06	0.63	-0.05	0.65	-0.14	-0.87	-0.61	-0.46	-0.55	0.3	0.18	0.45	0.38	0.32	0.05	0.61	0.74	1.07	1.24	0.95	1.01	-0.41	-0.63	""	COMPASS component SWD2 [Source:VB Community Annotation]
AGAP009105	0.15	0.11	0	-0.11	0.07	0.17	0.05	-0.29	-0.15	-0.13	0.13	0.31	0.2	0.38	0.17	0.34	-0.01	-0.25	0.2	0.08	0.26	-0.26	-0.13	-0.03	-0.37	0.14	0.29	0.18	0.09	0.18	0.51	0.25	0.32	-0.02	-0.18	""	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform isoform c [Source:VB Community Annotation]
AGAP000864	-0.29	-0.18	-0.04	-0.03	-0.32	0.06	-0.04	-0.29	-0.45	-0.48	0.46	-0.28	0.22	-0.53	0.49	-0.25	0.03	0.06	0.16	0.05	0.15	0.03	0.13	0.08	-0.46	0.19	0.2	-0.05	-0.07	-0.21	-0.27	-0.19	-0.04	-0.07	0.02	""	""
AGAP004645	-0.36	0.17	-0.63	1.02	-0.92	0.41	0.68	-1.3	0.41	0.73	-2.26	-0.76	-2.05	-0.55	-2.23	-0.72	0.17	0.1	0.22	0.14	0.37	0.2	-0.32	-0.63	0.1	0.51	0.73	0.4	0.18	-0.98	-0.8	0.21	-0.18	-0.02	-0.87	""	juvenile hormone diol kinase [Source:VB Community Annotation]
AGAP007864	0.17	0.24	0.17	-0.07	-0.02	-0.17	0	0.01	-0.04	-0.07	0.36	0.19	0.31	0.14	0.28	0.11	-0.22	-0.24	-0.13	0.01	-0.08	-0.9	-0.5	-0.5	-0.12	-0.25	0.11	-0.1	-0.25	-0.4	-0.28	-0.72	-0.6	0.07	0.14	""	F-actin capping protein subunit beta [Source:VB Community Annotation]
AGAP008977	0.3	-0.33	0.4	-0.25	-0.35	-0.15	-0.52	-0.99	-1.16	-0.88	0.3	0.77	-0.11	0.36	0.15	0.61	0	0.04	0.16	-0.01	0.11	0.46	0.43	0.24	0.47	0.23	0.19	0.36	0.19	0.32	0.47	0.5	0.51	0.33	0.07	""	G-protein-signaling modulator 2 [Source:VB Community Annotation]
AGAP010750	0.26	-0.52	-0.29	0.54	-0.2	-0.45	-0.17	-0.62	-0.51	-0.17	0.06	-0.29	-0.28	-0.63	0.08	-0.27	0.82	0.33	0.46	0.95	1	0.46	-0.03	-0.07	-0.31	0.25	-0.28	0.65	0.33	-0.53	0.01	0.18	-0.09	0.33	1.32	""	ryanodine receptor 2 [Source:VB Community Annotation]
AGAP010427	0.16	0.38	-0.09	-0.57	0.13	0.14	0.41	0.19	0.16	0.38	0.53	0.79	0.57	0.82	0.52	0.77	0.54	0.06	0.55	0.54	0.54	-1.12	-0.22	-0.13	0.29	-0.5	0.36	-0.28	0.03	0.45	0.62	0.19	0.45	0.33	-0.3	""	serine palmitoyltransferase [Source:VB Community Annotation]
AGAP005093	0.4	-1.25	0.17	-0.04	0.67	-0.63	0.87	0.52	1.32	1.52	-0.38	0.07	0.16	0.59	0.47	0.92	-0.29	-0.3	-0.2	-0.21	-0.08	-0.71	-0.92	-0.23	0.19	-0.3	0.4	0.64	0.12	0.01	0.96	-0.13	-0.11	1.18	-0.64	""	""
AGAP003997	0.32	-0.05	0.14	-0.23	0.31	0.06	-0.58	-0.17	0.54	0.62	0.8	1.15	1.42	1.76	1.6	1.93	0.15	0.04	0.31	0.24	0.19	-0.26	-0.16	-0.05	-0.3	0.46	0.58	0.21	0.16	0.75	0.91	0.97	1.34	-0.13	-0.26	""	casein kinase 1, gamma [Source:VB Community Annotation]
AGAP012747	1.39	0.69	0.58	-0.38	0.43	-0.13	-0.56	-0.6	-0.94	-0.52							-0.16	0.06	0.7	0.44	0.64	-0.35	-0.44	-0.24	-0.39	-0.71	-1.94	0.24	0.05	-1.28	1.02	-1.35	1.72	-0.75	-0.95	""	""
AGAP004147	0.25	0.06	0.13	0	0.04	0	-0.17	-0.28	-0.21	-0.38	0.01	-0.1	0.03	-0.08	0.02	-0.09	-0.02	-0.12	0.08	-0.13	0	-0.01	-0.19	0.07	-0.2	0.24	0.13	0.39	0.07	0.04	0.25	-0.15	-0.01	-0.07	-0.14	Exo5	exocyst complex component 5 [Source:VB Community Annotation]
AGAP006245	-0.28	0.07	0	-0.06	-0.05	-0.38	-0.02	0.13	0.03	-0.15	-0.08	-0.02	-0.16	-0.11	-0.24	-0.18	0.34	-0.15	0.53	-0.03	0.38	0.35	0.16	-0.06	-0.64	0.05	0.13	0.12	-0.01	-0.21	-0.19	-0.14	-0.15	-0.15	0	""	zinc finger matrin-type protein 2 [Source:VB Community Annotation]
AGAP010679	0.17	0.33	0.16	-0.32	-0.09	-0.14	-0.03	-0.24	-0.15	-0.37	-0.35	-0.38	-0.17	-0.21	-0.38	-0.42	-0.01	-0.16	0.11	-0.05	0.05	-0.11	0.13	-0.14	-0.24	-0.04	0.08	-0.03	-0.09	-0.72	-0.18	-0.62	-0.76	-0.04	-0.33	TIM10	mitochrondrial inner membrane translocase subunit TIM10 [Source:VB Community Annotation]
AGAP011047	3.26	1.39	2.39	-0.62	-1.66	-0.94	3.25	-0.98	1.4	1.76	-4.82	-1.93	-5.87	-3.01	-3.9	-1.02	0.22	0.12	-1	-0.09	-0.07	1.6	0.48	1.36	-1.84	0.89	0.22	3.09	0.91	0.92	1.63	-0.06	-0.15	2.06	0.14	""	dsRNase [Source:VB Community Annotation]
AGAP012111	-0.21	-0.06	0.1	-0.06	0.93	1.01	-0.25	0.12	-0.52	-0.3	0.53	0.37	0.51	0.35	0.32	0.17	0.08	0.08	0.12	0.36	0.22	-0.66	-0.25	-0.02	-0.86	-0.49	-0.23	-0.34	-0.37	0.15	0.16	-0.23	-0.21	0.22	-0.21	""	sphingolipid delta-4 desaturase [Source:VB Community Annotation]
AGAP007241	-1.2	0.74	-0.7	0.54	0.94	1.15	1.43	0.92	0.9	0.53	-1.29	0.32	-2.09	-0.49	-1.71	-0.11	0.66	0.23	0.34	-0.03	0.46	0.96	0.3	0.74	0.01	0.01	0.2	-0.09	-0.14	0.37	0.21	-0.26	0.08	0.66	0.98	""	""
AGAP006009	0.63	1.11	-0.81	0.76	0	-2.14	-1.51	0.02	-0.32	-0.02	-1.48	-3.13	-1.8	-3.46	-1.23	-2.88	1.59	0.75	1.52	1.08	1.31	0.07	0.33	-0.49	0.8	-0.34	-1.35	-1.79	-3.3	-3.89	-3.67	-2.83	-2.78	1.23	0.24	CPR30	cuticular protein RR-1 family 30 [Source:VB Community Annotation]
AGAP009724	0.31	0.3	0.01	-0.51	0.05	-0.17	-0.19	-0.11	-0.33	-0.32	0.13	0.4	0.04	0.31	-0.01	0.26	0.05	-0.32	0.16	-0.11	0.09	-0.47	-0.18	-0.34	0.35	0.08	-0.09	0.45	0.26	-0.13	0.23	0.03	-0.18	-0.02	-0.7	""	geranylgeranyl transferase type-2 subunit alpha [Source:VB Community Annotation]
AGAP003125	0.32	-0.22	0.21	0.24	0.02	-0.09	-0.04	0.08	0.1	0.13	-0.21	0.1	-0.37	-0.06	-0.4	-0.09	0.23	0.06	0.02	-0.04	0.02	0.24	0.08	0.09	0.02	0.05	0.01	0.07	-0.03	-0.08	-0.09	0.01	-0.05	-0.15	-0.09	""	""
AGAP003422	-0.34	-0.24	0.48	0.35	-0.02	-0.38	-1.06	-1.51	-1.86	-2.13	1.13	1.68	0.37	0.92	0.44	0.99	-0.29	-1.53	-0.34	0	-0.26	0.44	0.91	0.24	-0.04	-0.12	-0.15	-0.07	-0.51	-0.11	0.27	0.01	-0.19	-1.33	-0.75	""	endoplasmic reticulum metallopeptidase 1 [Source:VB Community Annotation]
AGAP004065	0.17	0	0.29	-0.11	0.04	0.17	-0.37	-0.72	-0.73	-0.76	0.39	0.36	0.32	0.28	0.45	0.41	0.15	0.04	-0.08	-0.18	-0.15	-0.5	-0.27	-0.23	-0.67	0.09	0.18	0.18	-0.04	-0.02	0.26	0	0.07	-0.39	-0.54	""	hemomucin [Source:VB Community Annotation]
AGAP004254	0.25	0.53	0.32	-0.24	-0.06	-0.38	0.01	-0.04	0.08	-0.21	-0.11	0.92	0.09	1.11	-0.05	0.97	0.03	0	-0.19	-0.01	-0.22	-0.12	-0.33	0.1	0.65	0.05	-0.13	0.38	0.68	1.26	1.27	1.27	1.14	-0.81	-0.89	""	transcription initiation factor TFIID subunit 6 [Source:VB Community Annotation]
AGAP008776	-1.05	-0.24	-0.25	1.7	-0.6	-0.34	0.29	1.23	0.73	1.36	-0.28	-0.95	-0.92	-1.6	-1.29	-1.98	0.14	-0.73	-0.23	-0.47	-0.04	1.18	1.2	1.53	0.49	-0.84	-0.51	-0.23	-0.61	-0.64	-1.74	-0.77	-0.88	0.07	1.38	""	""
AGAP008882	-0.26	0.58	0.17	-0.27	0.04	-0.12	0	0.06	0.3	0.06	-0.47	0.55	-0.15	0.86	0.04	1.06	-0.35	-0.29	-0.15	-0.21	-0.38	0.08	-0.16	0.47	0.62	0.2	0	-0.19	-0.02	0.57	0.61	0.41	0.57	-0.2	-0.17	""	U3 small nucleolar RNA-associated protein MPP10 [Source:VB Community Annotation]
AGAP010831	-2.33	-0.92	-2.46	-1.32	-1.98	-4.4	-2.84	-3.79	-5.21	-3.78	1.31	-2.01	1	-2.33	2.52	-0.79	-0.34	-1.58	0.01	-1.29		0.7	2.54	0.94	0.97	-0.96	-2	-2.19	-0.02	1.5	-0.87	-0.5	-0.62	-1.58	-2.08	TEP8	thioester-containing protein 8 [Source:VB Community Annotation]
AGAP010404	-0.21	0.4	-0.29	-0.68	0.03	-0.36	-0.01	0.2	-0.16	-0.17	-0.34	-1.6	-0.18	-1.45	0.12	-1.14	0.25	0.02	0.19	0.3	0.55	-1.77	-0.8	-2.56	-0.03	-0.6	0	0.2	-0.14	-2.33	-1.44	-2.29	-2.01	-0.09	-0.51	GSTS1	glutathione S-transferase sigma class 1 [Source:VB Community Annotation]
AGAP010592	-0.12	0.26	0	-0.01	0.11	-0.07	-0.2	0.16	-0.07	-0.15	-0.27	-0.01	-0.34	-0.09	-0.21	0.05	-0.1	-0.21	-0.22	-0.04	-0.28	0.26	0.05	0.38	-0.37	-0.16	-0.21	-0.21	-0.23	-0.36	-0.17	-0.39	-0.41	-0.07	0.06	S7	40S ribosomal protein S7 [Source:UniProtKB/Swiss-Prot;Acc:P33514]
AGAP001241	1.06	-0.96	1.63	1.63	-1.72	-1.63	0.06	2.5	1.05	1.13	-0.77	-2.62	-1.06	-2.92	-0.67	-2.51	-0.09	0.74	-0.95	-1.53	-0.37	-1.18	-1.57	-1.84	0.87	-1.54	-0.6	-0.29	-1.07	-0.12	-0.47	-0.36	-0.3	-2.23	-0.31	""	eupolytin [Source:VB Community Annotation]
AGAP010087	-0.12	0.16	-0.21	0.05	-0.17	-0.09	-0.02	-0.11	0.25	0.28	0.17	0.13	0.23	0.17	0.2	0.14	-0.15	-0.18	-0.08	-0.06	-0.13	0.08	0.11	0.12	0.41	-0.17	-0.03	-0.05	0.1	-0.02	0.15	0.02	-0.02	0.18	0.13	""	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]
AGAP008156	0.27	0.02	0.19	-0.07	-0.11	-0.01	0.09	0.04	-0.14	-0.35	-0.26	0.21	-0.21	0.24	-0.24	0.23	-0.3	-0.58	-0.24	-0.27	-0.26	-0.28	-0.27	-0.22	0.27	0.27	0.06	0.03	0.06	-0.12	0.1	-0.06	-0.16	-0.38	-0.6	""	COP9 signalosome complex subunit 6 [Source:VB Community Annotation]
AGAP005869	-0.2	0.39	-0.03	0.84	0.28	0.53	0.03	0.46	0.59	0.73	-0.45	-0.4	-0.69	-0.65	-0.89	-0.86	0.35	0.39	0.56	0.38	0.38	1.07	1.37	1.18	0.44	-0.86	-0.61	-0.67	-0.16	-0.92	-1	-0.94	-1.05	-0.22	0.71	""	""
AGAP008835	-0.76	-1.72	-0.92	0.85	-2.02	-2.95	-0.17	0.41	-0.01	-0.42	1.24	-0.58	0.47	-1.37	-0.26	-2.1	0.1	0.07	-0.21	-0.2	-0.06	-0.05	-0.31	-0.37	0.51	-1.38	-1.07	0.58	-0.6	-1.36	-0.92	-0.64	-1.31	-0.03	-0.15	CLIPC1	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP004307	-0.39	-0.08	-0.09	0.16	0.32	0.47	-0.4	0.18	0.43	-0.02							0.19	-0.2	0.25	-0.31	0.3	0.65	0.31	0.37	0.48	0.32	0.08	-0.35	-0.61	-1.25	-0.76	-1.01	-0.93	0.39	0.51	""	aprataxin [Source:VB Community Annotation]
AGAP007863	-0.32	-0.33	0.03	0.22	-0.19	-0.19	0.13	-0.07	0.2	0.56	-0.53	-0.74	-0.9	-1.11	-0.73	-0.95	-0.02	-0.06	0	0.12	0.02	-0.56	-0.59	-0.6	-0.37	-0.41	-0.12	0.02	-0.49	-0.92	-0.82	-0.54	-0.21	0.1	0.44	""	serine/threonine-protein kinase NIM1 [Source:VB Community Annotation]
AGAP010383	-0.3	-0.78	0.14	-0.04	0.99	0.29	1.16	0.28	1.92	1.79	-1.9	-0.95	-1.26	-0.33	-1.21	-0.27	-1.05	-1.05	-0.87	-0.61	-0.51	0.75	-0.9	0.02	0.06	0.81	1.69	1.43	0.65	0.87	1.6	0.19	0.41	1.16	-0.35	""	solute carrier family 15 member 1 [Source:VB Community Annotation]
AGAP004236	-0.24	0.4	0.58	0.07	-0.41	0	-0.49	-0.18	-0.66	-0.68	0.05	-0.29	-0.04	-0.39	-0.21	-0.55	-1.23	-0.22	-0.5	-0.55	-0.59	0.28	0.13	0.62	-0.02	-0.16	-0.29	0.31	-0.04	-0.5	-0.43	-0.55	-0.52	-0.72	-0.76	""	""
AGAP003567	0.33	0.36	-0.26	-0.51	-0.26	0.12	0.1	-0.29	-0.57	-0.51	-0.41	0.53	-0.39	0.55	-0.46	0.48	-1.22	-0.77	-0.75	-0.85	-0.67	0.19	0.36	-0.14	-1.7	0.82	0.42	0.67	0.52	-0.04	0.04	0.33	0.1	0.03	-0.44	""	hepatitis B virus X-interacting protein [Source:VB Community Annotation]
AGAP001220	0.29	0.07	0.32	-0.17	-0.01	0.51	-0.21	-0.35	0	-0.04	0.07	0.62	0.26	0.8	0.3	0.84	-0.45	-1.47	-0.46	-0.87	-0.77	0.36	0.05	0.38	0.71	0.11	-0.08	0.12	0.21	1.09	0.79	1.06	1.08	-0.27	-0.45	""	NAD-dependent deacetylase sirtuin 7 [Source:VB Community Annotation]
AGAP008269	0.32	-0.31	0.39	-0.19	-0.26	0.18	-0.22	-0.17	-0.3	-0.31	0.09	0.44	0.13	0.47	0.22	0.56	-0.48	-0.31	-0.24	-0.15	-0.29	-0.2	-0.24	-0.14	1.02	0.04	0.1	0.3	0.22	0.58	0.8	0.54	0.62	-0.55	-0.63	""	protein pelota [Source:VB Community Annotation]
AGAP003533	-0.24	-0.47	-0.13	-0.45	-0.15	-0.14	-0.25	0.04	-0.67	-0.79	0.05	-1.04	0.13	-0.98	0.15	-0.94	0.13	0.78	0.8	0.48	0.64	0.35	0.19	0.05	-1.28	-0.08	-0.14	0.42	-0.27	-1.84	-1.18	-1.85	-2	-0.37	-0.73	""	DnaJ homolog subfamily C member 19 [Source:VB Community Annotation]
AGAP001401	-0.27	0.33	0.21	-0.39	-0.26	-0.15	-0.08	-0.4	-0.3	-0.39	-0.27	0.32	-0.29	0.29	-0.02	0.56	0.15	-0.86	0.33	0.38	0.32	-0.02	0.03	-0.09	0.28	0.13	-0.06	-0.05	0.14	0.34	0.6	0.49	0.53	0.11	-0.46	""	optic atrophy 3 family protein [Source:VB Community Annotation]
AGAP011753	-0.42	0.62	-0.24	-0.66	-0.27	-0.12	0	0.06	-0.39	-0.35	0.27	0.64	0.36	0.72	0.03	0.4	-1.17	-1.08	-1.01	-1.11	-1.03	0.6	0.34	0.55	0.15	0.18	-0.07	-0.02	0.27	0.27	0.62	0.45	0.16	0.05	-0.52	""	""
AGAP028190	-0.71	-1.4	-0.33	0.4	-0.97	-0.68	-1.07	-0.73	-0.99	-0.68	0.69	-1.35	0.71	-1.34	0.82	-1.24	0.36	0.2	0.36	0.55	0.47	-0.07	-0.32	-0.03	-0.19	-0.25	-0.27	0.07	-0.47	-1.55	-1.58	-1.51	-1.19	0.05	0.2	""	""
AGAP011907	0.28	0.54	0.27	-0.2	-0.06	-0.37	0.22	0.79	0.35	0.3	-0.29	0.43	-0.24	0.47	-0.52	0.2	-0.52	-0.41	-0.72	-0.88	-1.05	-0.09	-0.28	-0.07	-0.63	0.27	0.1	0.61	0.54	0.31	0.33	0.52	0.27	0	-0.48	""	splicing factor 3B subunit 5 [Source:VB Community Annotation]
AGAP005558	-0.12	0.4	-0.12	-0.73	-0.08	-0.1	0.09	-0.54	-0.37	-0.4	-0.47	-1.54	-0.47	-1.55	-0.52	-1.59	0.94	0.48	0.61	0.73	0.94	-0.1	-0.12	-0.27	-1.86	-0.45	-0.13	0	-0.36	-2.08	-1.15	-1.95	-2.11	-0.01	0.27	""	peptidase (mitochondrial processing) beta [Source:VB Community Annotation]
AGAP002526	-0.28	0.86	0.01	-0.19	0.03	-0.23	-0.49	0.18	-0.55	-0.85	0.11	-1.22	0.26	-1.08	0.07	-1.25	-0.51	-0.25	-0.1	-0.38	-0.1	0.87	0.92	1.02	-1.73	-0.41	-0.41	-0.34	-0.64	-1.3	-0.99	-1.46	-1.54	-0.25	-0.37	""	""
AGAP009930	-0.29	0.07	-0.02	0.15	-0.24	-0.15	-0.27	-0.14	-0.05	0.12	0.42	0	0.34	-0.1	0.34	-0.09	-0.02	-0.24	0.03	-0.11	-0.04	0.1	0.1	0	0.25	-0.13	-0.1	-0.04	-0.22	-0.65	-0.67	-0.43	-0.33	0.12	0.08	""	""
AGAP002476	0.41	0.22	0.13	-0.39	0.04	-0.22	-0.1	0.06	0.79	0.53	0.27	1.5	0.57	1.8	1.06	2.3	-0.23	-0.12	-0.36	-0.27	-0.49	0.14	-0.04	0.13	0.45	0.24	0	0.15	0.52	1.9	2.44	2.28	2.41	0.09	-0.07	""	""
AGAP010786	-2.95	-1.65	1.59	1.37	-0.58	1.41	1.6	2.12	-0.3	0.16	0.02	-0.83	-0.14	-0.99	-0.02	-0.86	-0.07	-0.81	-0.71	-1.2	-0.36	0.23	1.18	-0.81	0.74	-1.7	-1.47	-1.28	-0.48	-1.32	-1.03	-0.63	-1.33	-0.3	0.35	""	""
AGAP001179	0.24	0.33	-0.03	0.19	-0.02	0.53	-0.05	-0.06	0.17	-0.23	-0.1	0.16	-0.07	0.17	-0.27	-0.03	-1.06	-0.19	-0.99	-0.96	-1.04	0.28	0.04	0.26	0.38	-0.14	-0.15	-0.11	0.05	0.23	0.24	0.21	0.41	-0.44	-0.16	""	nuclear pore complex protein Nup88 [Source:VB Community Annotation]
AGAP007058	0.4	-0.33	0.8	0.55	-0.31	0.42	-0.19	-0.12	-1.44	-1.32	0.33	0.06	-0.51	-0.79	-0.68	-0.95	0.36	0.25	0.49	0.71	0.49	0.86	0.43	1.01	0.26	-0.6	0.06	-0.62	-0.13	-0.83	-1.78	-1.31	-1.8	1.61	1.89	""	homeobox protein DLX, invertebrate [Source:VB Community Annotation]
AGAP003050	0.58	-1.23	0.32	-0.59	-0.93	0.28	0.05	-0.38	-1.59	-1.26	0.16	-1	-0.15	-1.32	-0.03	-1.19	-0.15	0.02	0.27	-0.17	0.05	-0.28	-0.15	-0.25	-0.91	-0.68	-0.65	-0.36	-0.77	-1.48	-1.08	-1.8	-1.76	-1.11	-1	""	stearoyl-CoA desaturase (delta-9 desaturase) [Source:VB Community Annotation]
AGAP006931	-1.26	-0.27	0.38	0.6	-0.72	-1.09	-2.15	-3.89	-2.85	-2.12	-0.59	-0.87	-0.76	-1.03	-1.87	-2.15	0.91	-1.32	0.87	0.43	-0.09	-2.48	-2.49	-2.32	-2.82	-0.57	-0.07	0.34	0.04	1.11	0.77	0.66	0.92	-0.62	1.55	CPR111	cuticular protein RR-2 family 111 [Source:VB Community Annotation]
AGAP010738	0.25	0.2	0	0.23	0.13	-0.05	-0.22	-0.02	-0.21	-0.19	0.25	0.43	0.06	0.24	-0.04	0.14	-0.5	-0.59	-0.59	-0.44	-0.54	0.13	0.15	0.2	-0.08	0.22	0.1	0.38	0.16	0.17	0.52	0.47	0.3	-0.22	-0.24	""	glycosylphosphatidylinositol transamidase [Source:VB Community Annotation]
AGAP004352	0.35	-0.49	0.59	-0.52	-0.33	0.06	-0.4	-1.37	-1.87	-1.77	0.55	0.86	0.56	0.87	0.74	1.06	0.2	0.28	0.08	0.04	0.03	0.2	0.1	0.09	-0.9	0.54	0.4	0.39	-0.03	-0.13	0.75	0.94	0.58	-1.18	-1.47	""	succinyl-CoA synthetase beta subunit [Source:VB Community Annotation]
AGAP008652	0.32	-0.15	0.21	0.15	0.04	0.16	0.32	0.08	0.01	0.01	0.2	-0.08	0.03	-0.25	-0.11	-0.39	-0.52	-0.74	-0.6	-0.32	-0.46	0	-0.09	-0.21	-0.42	0.02	-0.12	0.52	0.24	-0.69	-0.31	-0.46	-0.43	-0.41	-0.41	""	phosphotyrosyl phosphatase activator protein [Source:VB Community Annotation]
AGAP007168	-0.3	0.37	-0.22	-0.42	0.01	0.11	0.03	-0.02	-0.3	-0.23	-0.17	0.82	-0.32	0.66	-0.24	0.75	1.59	1.6	1.59	1.32	1.68	-0.18	-0.07	0.06	-0.12	0.75	0.38	0.01	0.2	0.21	0.48	0.36	0.39	0.48	0.18	""	alpha-1,3-mannosyltransferase [Source:VB Community Annotation]
AGAP005122	0.17	0.08	0.01	-0.26	-0.05	-0.05	0.15	-0.14	-0.22	-0.34	0.09	0.16	0.22	0.28	-0.02	0.05	-0.59	-0.61	-0.73	-0.77	-0.8	-0.62	-0.38	-0.43	0.38	-0.01	0.2	0.28	0.17	-0.1	0.17	-0.42	-0.17	-0.11	-0.34	""	UBX domain-containing protein 1 [Source:VB Community Annotation]
AGAP028520	-0.86	0.08	-0.37	-0.23	-0.1	-0.53	-0.62	-0.66	-0.97	-1.15	-1.62	0.4	-1.29	0.72	-0.36	1.67	-0.83	-0.59	-0.56	-0.5	-0.68	0.8	0.19	0.53	0.3	-0.68	-0.99	-0.27	-0.07	-0.43	-0.03	-0.14	-0.08	0.17	-0.52	""	""
AGAP002813	0.46	0.03	-0.32	-0.29	-0.13	-0.93	-0.38	-0.27	-1.48	-1.62	-0.54	-0.8	-1	-1.27	-1.31	-1.57	1.33	0.45	0.83	1.16	1.05	-0.68	-0.07	-0.28	0.36	-0.47	0.44	-0.02	-0.23	-1.27	-1.45	-1.52	-1.26	1.2	1.04	CLIPD6	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP012451	-0.64	0.08	0.26	1.65	-1.07	-0.41	-0.43	0.35	0.47	0.96	-0.37	-0.53	-0.61	-0.78	-0.61	-0.78	-0.26	0.16	-0.13	-0.2	-0.32	1.2	0.58	1.21	1.14	-0.42	-0.35	0.05	-0.08	-0.82	-0.64	-0.45	-0.33	-0.66	0.37	""	""
AGAP001226	0.51	0.7	-0.25	-0.57	0.03	-0.58	-0.56	0.37	0.21	0.05	0.27	1.1	-0.04	0.78	-1.25	-0.44	-0.99	-1.23	-0.74	-0.7	-0.92	0.19	0.29	0.78	0.86	-0.01	-0.09	0.22	0.43	0.66	0.69	0.93	0.81	-0.43	-0.78	""	""
AGAP004085	0.39	0.37	-0.03	-0.29	-0.37	-0.15	-0.18	-0.04	-0.48	-0.31	0.04	0.45	-0.15	0.25	-0.29	0.11	-0.8	-0.61	-0.59	-0.65	-0.58	0.29	0.29	0.03	-0.21	0.3	0.08	0.38	0.28	-0.03	0.31	0.18	0.14	0.07	-0.17	""	transcriptional adapter 1 [Source:VB Community Annotation]
